Date,Plant_ID,Plant_Name,Machine_ID,Machine_Type,Product_Line,Shift,Production_Units,Production_Value,Target_Production,Availability,Performance,Quality_Rate,OEE
11-03-2023,P03,Gurgaon,M008,Milling,Engine Parts,Morning,754,309894,806,98,90,98,78.38
11-03-2023,P03,Gurgaon,M009,Drill,Suspension,Morning,805,316365,875,95,89,96,72
11-03-2023,P03,Gurgaon,M010,Grinder,Brakes,Morning,1004,374492,1099,88,87,96,63.1
11-03-2023,P03,Gurgaon,M011,Drill,Transmission,Morning,1080,401760,1042,85,90,98,71.17
11-03-2023,P03,Gurgaon,M012,Press,Transmission,Night,784,297136,853,81,79,97,56.07
11-03-2023,P03,Gurgaon,M013,Lathe,Chassis,Night,1203,460749,1174,80,92,98,58.42
11-03-2023,P03,Gurgaon,M014,Grinder,Transmission,Morning,1025,384375,1008,97,92,96,81.02
11-03-2023,P03,Gurgaon,M015,Lathe,Exhaust,Morning,1128,412848,1172,85,89,96,64.43
11-03-2023,P03,Gurgaon,M016,Lathe,Chassis,Morning,874,345230,1011,85,85,97,60.36
11-03-2023,P03,Gurgaon,M017,Grinder,Transmission,Morning,1115,412550,1150,91,90,97,65.25
11-03-2023,P03,Gurgaon,M018,Press,Transmission,Morning,837,320571,898,93,91,97,70.47
11-03-2023,P03,Gurgaon,M019,Grinder,Transmission,Morning,1004,412644,1018,96,91,96,75.5
11-03-2023,P03,Gurgaon,M020,Welder,Exhaust,Night,990,394020,1119,75,88,97,54.25
11-03-2023,P03,Gurgaon,M021,Drill,Transmission,Night,937,368241,984,75,80,96,49.67
11-03-2023,P03,Gurgaon,M022,Welder,Chassis,Night,1070,406600,1043,81,84,97,59.05
11-03-2023,P03,Gurgaon,M023,Welder,Transmission,Night,929,368813,946,77,78,96,56.01
11-03-2023,P03,Gurgaon,M024,Drill,Transmission,Morning,1040,417040,1177,96,92,96,77.86
11-03-2023,P03,Gurgaon,M025,Press,Brakes,Night,918,357102,918,77,80,97,54.5
11-03-2023,P04,Bengaluru,M001,Press,Engine Parts,Night,770,303380,902,77,82,97,59
11-03-2023,P04,Bengaluru,M002,CNC,Chassis,Morning,829,334087,907,87,91,97,65.21
11-03-2023,P04,Bengaluru,M003,Welder,Brakes,Morning,788,310472,830,91,88,98,74.82
11-03-2023,P04,Bengaluru,M004,Press,Suspension,Night,993,383298,990,75,79,97,57.44
11-03-2023,P04,Bengaluru,M005,Welder,Suspension,Night,962,348244,961,89,90,96,74.88
11-03-2023,P04,Bengaluru,M006,CNC,Exhaust,Night,955,386775,915,88,85,96,65.12
11-03-2023,P04,Bengaluru,M007,Drill,Engine Parts,Morning,1140,460560,1096,92,87,98,74.93
11-03-2023,P04,Bengaluru,M008,Lathe,Chassis,Morning,927,349479,1073,93,88,97,75
11-03-2023,P04,Bengaluru,M009,Drill,Exhaust,Night,860,352600,848,75,78,95,55.4
11-03-2023,P04,Bengaluru,M010,Welder,Exhaust,Morning,918,335070,991,96,92,96,79.76
11-03-2023,P04,Bengaluru,M011,Milling,Engine Parts,Morning,826,301490,898,86,92,99,72.29
11-03-2023,P04,Bengaluru,M012,Grinder,Transmission,Morning,1150,445050,1104,88,97,97,76.71
11-03-2023,P04,Bengaluru,M013,Grinder,Transmission,Morning,870,327120,959,92,95,99,72.01
11-03-2023,P04,Bengaluru,M014,CNC,Engine Parts,Morning,869,326744,842,89,92,99,77.53
11-03-2023,P04,Bengaluru,M015,Lathe,Exhaust,Morning,1003,390167,1160,92,86,96,62.16
11-03-2023,P04,Bengaluru,M016,Lathe,Engine Parts,Night,1067,392656,1053,84,87,98,64.45
11-03-2023,P04,Bengaluru,M017,Lathe,Brakes,Night,1024,374784,1152,81,81,96,58.48
11-03-2023,P04,Bengaluru,M018,Milling,Suspension,Night,1056,382272,1086,82,79,98,56.31
11-03-2023,P04,Bengaluru,M019,Press,Suspension,Morning,817,332519,952,86,87,98,70.41
11-03-2023,P04,Bengaluru,M020,CNC,Engine Parts,Morning,780,302640,873,89,97,96,71.25
11-03-2023,P04,Bengaluru,M021,Drill,Engine Parts,Morning,911,382620,1030,89,88,96,73.56
11-03-2023,P04,Bengaluru,M022,Lathe,Exhaust,Night,900,333000,948,76,89,95,56.95
11-03-2023,P04,Bengaluru,M023,Press,Suspension,Morning,954,400680,1118,89,86,98,65.89
11-03-2023,P04,Bengaluru,M024,Press,Chassis,Night,955,383910,1061,81,92,95,63.29
11-03-2023,P04,Bengaluru,M025,Lathe,Engine Parts,Morning,1066,443456,1106,90,88,99,73.88
11-03-2023,P05,Delhi,M001,Grinder,Suspension,Morning,863,308954,866,85,93,99,69.54
11-03-2023,P05,Delhi,M002,Drill,Chassis,Night,1044,424908,1031,77,86,95,51.6
11-03-2023,P05,Delhi,M003,Lathe,Chassis,Night,834,333600,823,84,86,97,61.73
11-03-2023,P05,Delhi,M004,Drill,Suspension,Morning,728,275184,842,90,91,99,69.41
11-03-2023,P05,Delhi,M005,Drill,Transmission,Night,1058,438012,1123,85,82,97,58.54
11-03-2023,P05,Delhi,M006,Milling,Suspension,Night,939,392502,1024,76,85,98,55.29
11-03-2023,P05,Delhi,M007,Grinder,Suspension,Morning,893,370595,1027,91,90,96,78.12
11-03-2023,P05,Delhi,M008,Grinder,Exhaust,Morning,762,304800,892,85,96,99,75.39
11-03-2023,P05,Delhi,M009,CNC,Exhaust,Morning,986,396372,1028,91,91,96,68.86
11-03-2023,P05,Delhi,M010,Grinder,Exhaust,Morning,978,404892,973,98,93,97,79.2
11-03-2023,P05,Delhi,M011,Milling,Brakes,Night,875,347375,965,77,91,96,60.01
11-03-2023,P05,Delhi,M012,CNC,Chassis,Morning,1068,386616,1172,89,95,97,75.82
11-03-2023,P05,Delhi,M013,Milling,Engine Parts,Morning,947,356072,909,98,96,97,82.15
11-03-2023,P05,Delhi,M014,Milling,Suspension,Morning,1085,426405,1051,93,95,99,76.23
11-03-2023,P05,Delhi,M015,Grinder,Engine Parts,Morning,1178,414656,1163,90,88,99,80.14
11-03-2023,P05,Delhi,M016,CNC,Suspension,Morning,850,334900,812,95,92,98,80.15
11-03-2023,P05,Delhi,M017,Grinder,Engine Parts,Night,974,409080,1009,85,89,96,61.53
11-03-2023,P05,Delhi,M018,Lathe,Chassis,Night,986,356932,970,85,87,95,61.83
11-03-2023,P05,Delhi,M019,Press,Brakes,Night,972,380052,1047,76,91,96,61.49
11-03-2023,P05,Delhi,M020,Welder,Chassis,Morning,870,313200,860,89,93,98,76.35
11-03-2023,P05,Delhi,M021,Welder,Transmission,Morning,755,271800,869,97,96,97,83.04
11-03-2023,P05,Delhi,M022,Milling,Brakes,Morning,860,341420,851,97,88,99,72.31
11-03-2023,P05,Delhi,M023,Grinder,Suspension,Night,962,379990,977,89,85,98,59.32
11-03-2023,P05,Delhi,M024,Press,Chassis,Morning,904,355272,993,93,90,98,82.18
11-03-2023,P05,Delhi,M025,Lathe,Brakes,Morning,1022,407778,1024,87,92,97,72.55
12-03-2023,P01,Pune,M001,Milling,Engine Parts,Night,1000,365000,1033,80,92,98,72.17
12-03-2023,P01,Pune,M002,Drill,Exhaust,Night,965,339680,961,79,79,98,57.63
12-03-2023,P01,Pune,M003,Welder,Exhaust,Night,774,317340,885,79,81,98,61.1
12-03-2023,P01,Pune,M004,Lathe,Engine Parts,Morning,848,306128,927,87,96,98,74.11
12-03-2023,P01,Pune,M005,Milling,Engine Parts,Night,639,267741,1065,90,84,97,52.93
12-03-2023,P01,Pune,M006,Welder,Engine Parts,Morning,945,384615,1090,98,92,99,83.22
12-03-2023,P01,Pune,M007,Welder,Brakes,Morning,935,374935,979,92,89,97,68.79
12-03-2023,P01,Pune,M008,Press,Exhaust,Morning,1021,394106,1102,96,85,98,78.52
12-03-2023,P01,Pune,M009,Welder,Engine Parts,Night,931,391020,934,90,85,96,68.15
12-03-2023,P01,Pune,M010,Press,Brakes,Morning,890,312390,972,93,97,99,74.28
12-03-2023,P01,Pune,M011,Welder,Engine Parts,Night,839,336439,938,79,78,96,57.94
12-03-2023,P01,Pune,M012,Press,Engine Parts,Night,1102,446310,1152,85,85,96,65.02
12-03-2023,P01,Pune,M013,Milling,Chassis,Morning,1055,415670,1064,85,95,96,69.2
12-03-2023,P01,Pune,M014,Welder,Chassis,Morning,1029,387933,1033,88,97,99,73.06
12-03-2023,P01,Pune,M015,Welder,Suspension,Morning,811,283850,937,89,94,99,80.87
12-03-2023,P01,Pune,M016,Press,Brakes,Morning,1108,453172,1198,89,85,97,61.66
12-03-2023,P01,Pune,M017,CNC,Suspension,Night,982,399674,993,84,85,96,66.15
12-03-2023,P01,Pune,M018,CNC,Engine Parts,Night,803,323609,933,85,91,97,70.03
12-03-2023,P01,Pune,M019,Drill,Suspension,Morning,986,390456,1022,98,87,98,76.96
12-03-2023,P01,Pune,M020,Lathe,Brakes,Morning,903,336819,867,98,92,98,77
12-03-2023,P01,Pune,M021,Press,Transmission,Night,859,357344,855,87,92,98,69.66
12-03-2023,P01,Pune,M022,Grinder,Exhaust,Morning,865,352920,974,92,94,96,74.74
12-03-2023,P01,Pune,M023,Press,Suspension,Night,714,290598,816,88,79,98,55.49
12-03-2023,P01,Pune,M024,CNC,Suspension,Morning,931,390089,948,96,96,98,81.42
12-03-2023,P01,Pune,M025,Drill,Brakes,Night,1052,430268,1106,82,89,95,61.67
12-03-2023,P02,Chennai,M001,Milling,Suspension,Night,1032,390096,1098,87,92,97,71.84
12-03-2023,P02,Chennai,M002,Welder,Exhaust,Night,852,305868,819,75,86,96,54.63
12-03-2023,P02,Chennai,M003,Press,Brakes,Morning,901,322558,886,92,89,97,77.27
12-03-2023,P02,Chennai,M004,Milling,Brakes,Morning,1085,379750,1150,86,94,98,71.92
12-03-2023,P02,Chennai,M005,CNC,Transmission,Night,849,308187,859,86,84,97,63.41
12-03-2023,P02,Chennai,M006,Press,Brakes,Morning,852,341652,992,98,94,98,80.56
12-03-2023,P02,Chennai,M007,Drill,Suspension,Night,1047,380061,1157,90,86,95,62.23
12-03-2023,P02,Chennai,M008,Lathe,Chassis,Morning,991,386490,987,85,91,97,65.81
12-03-2023,P02,Chennai,M009,Grinder,Exhaust,Morning,860,344860,865,92,91,97,74.65
12-03-2023,P02,Chennai,M010,Welder,Engine Parts,Morning,856,344968,980,85,85,98,61.21
12-03-2023,P02,Chennai,M011,Press,Chassis,Morning,1198,498368,1189,87,93,97,62.72
12-03-2023,P02,Chennai,M012,CNC,Transmission,Night,762,306324,859,84,83,95,57.46
12-03-2023,P02,Chennai,M013,Grinder,Transmission,Morning,1055,432550,1122,96,87,97,69.07
12-03-2023,P02,Chennai,M014,Drill,Brakes,Morning,1104,457056,1109,93,95,96,74.19
12-03-2023,P02,Chennai,M015,Lathe,Exhaust,Morning,1166,412764,1199,85,92,98,73.51
12-03-2023,P02,Chennai,M016,Press,Brakes,Morning,1080,420120,1168,95,92,98,78.67
12-03-2023,P02,Chennai,M017,CNC,Suspension,Morning,1048,422344,1127,92,90,99,77.64
12-03-2023,P02,Chennai,M018,Milling,Transmission,Night,877,348169,946,82,83,96,58.16
12-03-2023,P02,Chennai,M019,Milling,Suspension,Night,1134,452466,1086,79,89,97,61.81
12-03-2023,P02,Chennai,M020,Drill,Suspension,Night,749,269640,865,86,83,95,60.01
12-03-2023,P02,Chennai,M021,Lathe,Transmission,Morning,936,356616,991,96,89,97,68.58
12-03-2023,P02,Chennai,M022,Press,Chassis,Night,762,270510,817,89,85,96,64.64
12-03-2023,P02,Chennai,M023,Press,Engine Parts,Morning,1083,442947,1060,94,93,97,79.75
12-03-2023,P02,Chennai,M024,Grinder,Suspension,Night,725,292175,841,83,85,96,62.09
12-03-2023,P02,Chennai,M025,Drill,Exhaust,Morning,1025,413075,1171,92,88,96,73.79
12-03-2023,P03,Gurgaon,M001,Press,Transmission,Night,907,344660,977,89,82,97,70.25
12-03-2023,P03,Gurgaon,M002,Press,Chassis,Night,823,301218,928,76,83,96,52.05
12-03-2023,P03,Gurgaon,M003,Welder,Suspension,Night,857,310234,954,78,79,98,51.14
12-03-2023,P03,Gurgaon,M004,Grinder,Brakes,Night,1120,449120,1107,88,87,95,72.73
12-03-2023,P03,Gurgaon,M005,Welder,Exhaust,Morning,931,380779,1085,93,96,99,81.46
12-03-2023,P03,Gurgaon,M006,Drill,Exhaust,Morning,869,338910,924,88,92,96,68.18
12-03-2023,P03,Gurgaon,M007,Press,Brakes,Night,914,333610,998,85,80,96,55.49
12-03-2023,P03,Gurgaon,M008,Milling,Chassis,Night,838,334362,983,90,83,95,69.36
12-03-2023,P03,Gurgaon,M009,Drill,Chassis,Night,868,317688,845,88,82,96,56.98
12-03-2023,P03,Gurgaon,M010,Grinder,Transmission,Morning,853,324993,912,86,91,99,71.24
12-03-2023,P03,Gurgaon,M011,Drill,Transmission,Night,1032,394224,1162,78,81,95,55.23
12-03-2023,P03,Gurgaon,M012,Press,Engine Parts,Morning,1057,431256,1141,89,92,98,74.5
12-03-2023,P03,Gurgaon,M013,Lathe,Suspension,Morning,793,320372,895,89,97,99,81.88
12-03-2023,P03,Gurgaon,M014,Grinder,Engine Parts,Morning,827,321703,831,94,89,97,81.12
12-03-2023,P03,Gurgaon,M015,Lathe,Exhaust,Night,938,354564,1064,85,87,98,66.57
12-03-2023,P03,Gurgaon,M016,Lathe,Chassis,Morning,1112,465928,1060,88,87,97,68.29
12-03-2023,P03,Gurgaon,M017,Grinder,Transmission,Night,917,348460,1026,75,90,98,60.72
12-03-2023,P03,Gurgaon,M018,Press,Exhaust,Morning,734,266442,836,90,86,98,65.09
12-03-2023,P03,Gurgaon,M019,Grinder,Brakes,Morning,950,338200,1049,91,90,99,71.48
12-03-2023,P03,Gurgaon,M020,Welder,Exhaust,Night,1135,408600,1162,85,92,95,63.69
12-03-2023,P03,Gurgaon,M021,Drill,Brakes,Morning,802,303958,892,97,94,98,77.03
12-03-2023,P03,Gurgaon,M022,Welder,Brakes,Morning,873,309915,891,94,96,98,77.92
12-03-2023,P03,Gurgaon,M023,Welder,Suspension,Night,828,334512,833,76,81,96,48.6
12-03-2023,P03,Gurgaon,M024,Drill,Engine Parts,Night,1083,399627,1148,87,85,96,58.24
12-03-2023,P03,Gurgaon,M025,Press,Transmission,Morning,977,360513,1080,86,92,98,72.72
12-03-2023,P04,Bengaluru,M001,Press,Chassis,Night,747,307764,854,75,90,98,62.47
12-03-2023,P04,Bengaluru,M002,CNC,Brakes,Morning,1085,427490,1129,89,88,98,67.4
12-03-2023,P04,Bengaluru,M003,Welder,Chassis,Morning,1123,400911,1096,87,94,97,70.21
12-03-2023,P04,Bengaluru,M004,Press,Brakes,Morning,1062,425862,1106,96,90,99,84.47
12-03-2023,P04,Bengaluru,M005,Welder,Exhaust,Morning,1052,441840,1022,96,90,99,85.86
12-03-2023,P04,Bengaluru,M006,CNC,Chassis,Morning,1184,416768,1186,98,97,97,90.42
12-03-2023,P04,Bengaluru,M007,Drill,Suspension,Morning,964,384636,1106,94,95,96,71.8
12-03-2023,P04,Bengaluru,M008,Lathe,Suspension,Night,774,275544,880,78,90,95,56.94
12-03-2023,P04,Bengaluru,M009,Drill,Engine Parts,Night,1035,408825,1172,83,87,95,61.71
12-03-2023,P04,Bengaluru,M010,Welder,Suspension,Morning,844,327472,867,89,93,99,72.58
12-03-2023,P04,Bengaluru,M011,Milling,Chassis,Night,876,321492,963,77,82,95,55
12-03-2023,P04,Bengaluru,M012,Grinder,Engine Parts,Morning,958,387990,962,93,89,97,67.75
12-03-2023,P04,Bengaluru,M013,Grinder,Suspension,Night,1150,472650,1192,75,83,98,56.67
12-03-2023,P04,Bengaluru,M014,CNC,Transmission,Morning,927,364311,1069,93,95,97,71.59
12-03-2023,P04,Bengaluru,M015,Lathe,Chassis,Morning,993,374361,994,92,88,98,74.52
12-03-2023,P04,Bengaluru,M016,Lathe,Exhaust,Night,786,288462,921,76,81,97,56.03
12-03-2023,P04,Bengaluru,M017,Lathe,Brakes,Night,1009,408645,1131,85,89,97,65.2
12-03-2023,P04,Bengaluru,M018,Milling,Engine Parts,Morning,1097,421248,1129,87,90,98,62.77
12-03-2023,P04,Bengaluru,M019,Press,Transmission,Night,743,268223,838,84,90,98,67.11
12-03-2023,P04,Bengaluru,M020,CNC,Brakes,Morning,973,345415,1012,88,85,98,67.61
12-03-2023,P04,Bengaluru,M021,Drill,Brakes,Night,818,340288,827,90,81,96,62.72
12-03-2023,P04,Bengaluru,M022,Lathe,Transmission,Morning,933,328416,988,96,91,98,72.32
12-03-2023,P04,Bengaluru,M023,Press,Chassis,Night,944,350224,939,78,82,96,55.14
12-03-2023,P04,Bengaluru,M024,Press,Chassis,Morning,781,292094,813,94,87,98,75.1
12-03-2023,P04,Bengaluru,M025,Lathe,Suspension,Morning,791,300580,871,93,89,99,69.79
12-03-2023,P05,Delhi,M001,Grinder,Suspension,Morning,850,326400,987,98,88,98,79.85
12-03-2023,P05,Delhi,M002,Drill,Transmission,Morning,868,324632,922,91,92,99,77.74
12-03-2023,P05,Delhi,M003,Lathe,Suspension,Night,900,322200,1013,80,78,97,51.36
12-03-2023,P05,Delhi,M004,Drill,Brakes,Morning,835,316465,926,89,91,98,79.43
12-03-2023,P05,Delhi,M005,Drill,Suspension,Night,1052,380824,1051,79,91,98,66.37
12-03-2023,P05,Delhi,M006,Milling,Transmission,Morning,1064,422408,1144,85,89,98,70.7
12-03-2023,P05,Delhi,M007,Grinder,Brakes,Night,817,337421,958,82,87,96,62.47
12-03-2023,P05,Delhi,M008,Grinder,Brakes,Night,922,361424,946,78,89,97,58.73
12-03-2023,P05,Delhi,M009,CNC,Suspension,Morning,1042,418884,1019,86,97,96,68.72
12-03-2023,P05,Delhi,M010,Grinder,Transmission,Morning,880,313280,974,86,85,98,64.16
12-03-2023,P05,Delhi,M011,Milling,Exhaust,Morning,883,340838,853,92,87,99,71.63
12-03-2023,P05,Delhi,M012,CNC,Transmission,Morning,1164,426024,1125,91,90,96,68.9
12-03-2023,P05,Delhi,M013,Milling,Chassis,Night,1012,354200,1191,81,91,95,65.01
12-03-2023,P05,Delhi,M014,Milling,Exhaust,Morning,778,312756,879,98,90,96,78.75
12-03-2023,P05,Delhi,M015,Grinder,Exhaust,Morning,795,306870,909,86,94,96,69.43
12-03-2023,P05,Delhi,M016,CNC,Transmission,Morning,957,362703,1027,87,87,98,65.55
12-03-2023,P05,Delhi,M017,Grinder,Engine Parts,Night,751,312416,882,90,87,95,69.59
12-03-2023,P05,Delhi,M018,Lathe,Exhaust,Night,1050,386400,1149,90,78,96,63.24
12-03-2023,P05,Delhi,M019,Press,Transmission,Morning,1005,405015,1002,90,96,97,73.87
12-03-2023,P05,Delhi,M020,Welder,Transmission,Morning,904,344424,949,88,87,96,61.14
12-03-2023,P05,Delhi,M021,Welder,Engine Parts,Morning,999,411588,1117,97,97,99,81.93
12-03-2023,P05,Delhi,M022,Milling,Suspension,Morning,874,332120,904,87,87,96,60.32
12-03-2023,P05,Delhi,M023,Grinder,Exhaust,Night,1050,385350,1153,81,86,96,59.83
12-03-2023,P05,Delhi,M024,Press,Chassis,Morning,841,318739,976,90,91,98,78.75
12-03-2023,P05,Delhi,M025,Lathe,Transmission,Morning,1182,457434,1149,89,86,98,73.09
13-03-2023,P01,Pune,M001,Milling,Exhaust,Morning,780,308880,802,97,86,99,74.48
13-03-2023,P01,Pune,M002,Drill,Suspension,Morning,863,327077,923,89,94,99,74.2
13-03-2023,P01,Pune,M003,Welder,Transmission,Morning,984,384744,1156,93,85,99,68.78
13-03-2023,P01,Pune,M004,Lathe,Transmission,Morning,1189,486301,1172,86,91,99,73.54
13-03-2023,P01,Pune,M005,Milling,Exhaust,Morning,532,189392,888,91,90,96,52.14
13-03-2023,P01,Pune,M006,Welder,Exhaust,Morning,951,364233,1117,98,91,96,73.48
13-03-2023,P01,Pune,M007,Welder,Transmission,Night,1086,388788,1106,80,78,96,51.88
13-03-2023,P01,Pune,M008,Press,Transmission,Morning,865,358110,847,92,93,96,67.35
13-03-2023,P01,Pune,M009,Welder,Brakes,Night,1076,425020,1160,78,88,97,57.08
13-03-2023,P01,Pune,M010,Press,Brakes,Morning,1150,438150,1115,87,88,97,63.2
13-03-2023,P01,Pune,M011,Welder,Exhaust,Morning,940,360960,1018,97,90,98,77.41
13-03-2023,P01,Pune,M012,Press,Exhaust,Morning,1074,443562,1042,87,96,98,78.69
13-03-2023,P01,Pune,M013,Milling,Suspension,Night,1057,412230,1023,87,89,97,72.71
13-03-2023,P01,Pune,M014,Welder,Transmission,Morning,1126,429006,1114,97,91,97,82.08
13-03-2023,P01,Pune,M015,Welder,Engine Parts,Morning,897,323817,906,95,86,96,74.18
13-03-2023,P01,Pune,M016,Press,Brakes,Morning,967,365526,1096,86,92,98,63.78
13-03-2023,P01,Pune,M017,CNC,Brakes,Night,936,371592,907,88,90,95,61.6
13-03-2023,P01,Pune,M018,CNC,Chassis,Morning,903,345849,987,91,88,99,72.41
13-03-2023,P01,Pune,M019,Drill,Chassis,Morning,1166,427922,1141,96,96,98,75.29
13-03-2023,P01,Pune,M020,Lathe,Suspension,Morning,905,353855,970,90,94,97,73.31
13-03-2023,P01,Pune,M021,Press,Exhaust,Night,968,361064,970,86,87,96,67.28
13-03-2023,P01,Pune,M022,Grinder,Brakes,Night,973,406714,1006,84,89,95,67.08
13-03-2023,P01,Pune,M023,Press,Chassis,Morning,1098,405162,1169,96,95,99,84.96
13-03-2023,P01,Pune,M024,CNC,Exhaust,Night,990,393030,944,80,81,98,56.13
13-03-2023,P01,Pune,M025,Drill,Chassis,Morning,852,306720,863,93,87,98,73.99
13-03-2023,P02,Chennai,M001,Milling,Suspension,Morning,874,349600,1017,97,94,99,77.34
13-03-2023,P02,Chennai,M002,Welder,Brakes,Night,871,317044,831,84,91,98,66.23
13-03-2023,P02,Chennai,M003,Press,Engine Parts,Night,860,312180,917,75,91,97,61.37
13-03-2023,P02,Chennai,M004,Milling,Engine Parts,Night,809,292858,818,78,86,98,56.89
13-03-2023,P02,Chennai,M005,CNC,Exhaust,Night,1019,416771,1000,89,91,95,67.63
13-03-2023,P02,Chennai,M006,Press,Brakes,Morning,747,299547,836,87,85,96,63.67
13-03-2023,P02,Chennai,M007,Drill,Brakes,Morning,1124,394524,1134,92,94,96,70.63
13-03-2023,P02,Chennai,M008,Lathe,Brakes,Night,727,292981,822,79,85,97,58.56
13-03-2023,P02,Chennai,M009,Grinder,Exhaust,Night,757,290688,801,89,90,95,64.6
13-03-2023,P02,Chennai,M010,Welder,Chassis,Morning,1140,405840,1182,97,86,99,74.99
13-03-2023,P02,Chennai,M011,Press,Chassis,Night,784,303408,809,76,80,96,58.3
13-03-2023,P02,Chennai,M012,CNC,Chassis,Morning,924,373296,961,95,97,96,80.53
13-03-2023,P02,Chennai,M013,Grinder,Transmission,Morning,1083,393129,1135,98,88,96,74.96
13-03-2023,P02,Chennai,M014,Drill,Exhaust,Morning,773,272096,822,86,86,99,73.61
13-03-2023,P02,Chennai,M015,Lathe,Transmission,Night,1120,468160,1166,82,79,97,52.31
13-03-2023,P02,Chennai,M016,Press,Exhaust,Night,840,319200,872,90,85,97,72.44
13-03-2023,P02,Chennai,M017,CNC,Brakes,Morning,997,358920,1161,94,85,98,73.47
13-03-2023,P02,Chennai,M018,Milling,Engine Parts,Night,1040,428480,1111,85,91,95,69.15
13-03-2023,P02,Chennai,M019,Milling,Transmission,Morning,838,293300,980,90,90,96,72.09
13-03-2023,P02,Chennai,M020,Drill,Suspension,Night,777,318570,835,88,86,95,67.85
13-03-2023,P02,Chennai,M021,Lathe,Engine Parts,Morning,1038,372642,1072,90,86,98,68.64
13-03-2023,P02,Chennai,M022,Press,Suspension,Night,817,324349,835,88,89,96,67.44
13-03-2023,P02,Chennai,M023,Press,Engine Parts,Morning,1091,432036,1166,90,97,97,79.99
13-03-2023,P02,Chennai,M024,Grinder,Chassis,Morning,938,340494,1098,86,91,98,65.46
13-03-2023,P02,Chennai,M025,Drill,Suspension,Night,840,294000,906,77,82,96,58.88
13-03-2023,P03,Gurgaon,M001,Press,Chassis,Night,798,287280,836,80,78,96,56.25
13-03-2023,P03,Gurgaon,M002,Press,Transmission,Night,1004,370476,1023,90,87,98,67.95
13-03-2023,P03,Gurgaon,M003,Welder,Suspension,Night,977,393731,991,82,88,95,62.68
13-03-2023,P03,Gurgaon,M004,Grinder,Engine Parts,Morning,1077,380181,1097,92,85,98,75.14
13-03-2023,P03,Gurgaon,M005,Welder,Chassis,Night,1055,424110,1134,78,89,97,62.62
13-03-2023,P03,Gurgaon,M006,Drill,Chassis,Morning,929,387393,1084,98,95,97,85.44
13-03-2023,P03,Gurgaon,M007,Press,Engine Parts,Morning,995,400985,1151,88,90,96,69.32
13-03-2023,P03,Gurgaon,M008,Milling,Chassis,Night,737,258687,817,87,88,98,75.43
13-03-2023,P03,Gurgaon,M009,Drill,Transmission,Night,1078,436590,1166,84,88,98,66.37
13-03-2023,P03,Gurgaon,M010,Grinder,Chassis,Night,826,337834,816,79,82,95,60.92
13-03-2023,P03,Gurgaon,M011,Drill,Brakes,Night,814,332926,941,88,81,96,66.07
13-03-2023,P03,Gurgaon,M012,Press,Suspension,Night,783,284229,905,80,88,97,63.48
13-03-2023,P03,Gurgaon,M013,Lathe,Brakes,Morning,1047,407283,1047,95,94,98,83.42
13-03-2023,P03,Gurgaon,M014,Grinder,Exhaust,Night,905,364715,994,75,90,95,57.15
13-03-2023,P03,Gurgaon,M015,Lathe,Chassis,Morning,959,340445,1078,95,94,97,81.87
13-03-2023,P03,Gurgaon,M016,Lathe,Suspension,Night,1127,464324,1120,83,85,95,59.89
13-03-2023,P03,Gurgaon,M017,Grinder,Chassis,Night,1030,423330,1003,87,79,98,58.37
13-03-2023,P03,Gurgaon,M018,Press,Engine Parts,Morning,881,316279,864,93,86,97,70.23
13-03-2023,P03,Gurgaon,M019,Grinder,Brakes,Night,1133,453200,1086,75,90,96,53.06
13-03-2023,P03,Gurgaon,M020,Welder,Brakes,Morning,1104,388608,1154,97,89,98,82.12
13-03-2023,P03,Gurgaon,M021,Drill,Engine Parts,Night,808,304616,835,76,78,98,52.46
13-03-2023,P03,Gurgaon,M022,Welder,Exhaust,Morning,1065,427065,1101,92,87,97,67.72
13-03-2023,P03,Gurgaon,M023,Welder,Engine Parts,Night,958,347754,948,83,79,98,60.73
13-03-2023,P03,Gurgaon,M024,Drill,Chassis,Morning,1043,373394,1042,93,91,96,72.44
13-03-2023,P03,Gurgaon,M025,Press,Engine Parts,Night,1148,462644,1097,75,89,96,55.84
13-03-2023,P04,Bengaluru,M001,Press,Suspension,Morning,931,346332,892,94,90,96,65.6
13-03-2023,P04,Bengaluru,M002,CNC,Chassis,Night,828,303876,950,90,83,97,65.35
